1,1,astr,hamm,1,4,1,1,1.006
1,1,astr,manh,1,4,1,1,0.031
1,1,bfs,drlu,1,2,1,1,0.020
1,1,bfs,drul,1,2,1,1,0.022
1,1,bfs,ludr,1,4,1,1,0.025
1,1,bfs,lurd,1,4,1,1,0.022
1,1,bfs,rdlu,1,2,1,1,0.020
1,1,bfs,rdul,1,2,1,1,0.024
1,1,bfs,uldr,1,4,1,1,0.032
1,1,bfs,ulrd,1,4,1,1,0.030
1,1,dfs,drlu,1,4,1,1,0.022
1,1,dfs,drul,1,4,1,1,0.023
1,1,dfs,ludr,1,2,1,1,0.020
1,1,dfs,lurd,1,2,1,1,0.020
1,1,dfs,rdlu,1,4,1,1,0.031
1,1,dfs,rdul,1,4,1,1,0.024
1,1,dfs,uldr,1,2,1,1,0.020
1,1,dfs,ulrd,1,2,1,1,0.042
1,2,astr,hamm,1,4,1,1,0.033
1,2,astr,manh,1,4,1,1,0.033
1,2,bfs,drlu,1,2,1,1,0.023
1,2,bfs,drul,1,2,1,1,0.022
1,2,bfs,ludr,1,4,1,1,0.025
1,2,bfs,lurd,1,4,1,1,0.025
1,2,bfs,rdlu,1,2,1,1,0.019
1,2,bfs,rdul,1,2,1,1,0.023
1,2,bfs,uldr,1,4,1,1,0.021
1,2,bfs,ulrd,1,4,1,1,0.022
1,2,dfs,drlu,1,4,1,1,0.024
1,2,dfs,drul,1,4,1,1,0.029
1,2,dfs,ludr,1,2,1,1,0.020
1,2,dfs,lurd,1,2,1,1,0.020
1,2,dfs,rdlu,1,4,1,1,0.022
1,2,dfs,rdul,1,4,1,1,0.023
1,2,dfs,uldr,1,2,1,1,0.025
1,2,dfs,ulrd,1,2,1,1,0.026
2,1,astr,hamm,2,6,2,2,0.033
2,1,astr,manh,2,6,2,2,0.039
2,1,bfs,drlu,2,5,2,2,0.040
2,1,bfs,drul,2,5,2,2,0.029
2,1,bfs,ludr,2,10,4,2,0.040
2,1,bfs,lurd,2,10,4,2,0.032
2,1,bfs,rdlu,2,5,2,2,0.039
2,1,bfs,rdul,2,5,2,2,0.040
2,1,bfs,uldr,2,10,4,2,0.032
2,1,bfs,ulrd,2,10,4,2,0.036
2,1,dfs,drlu,2,6,2,2,0.025
2,1,dfs,drul,2,6,2,2,0.032
2,1,dfs,ludr,18,652340,652328,20,637.292
2,1,dfs,lurd,18,652293,652282,20,628.794
2,1,dfs,rdlu,2,6,2,2,0.027
2,1,dfs,rdul,2,6,2,2,0.027
2,1,dfs,uldr,18,1095336,1095328,20,1219.029
2,1,dfs,ulrd,18,870516,870507,20,966.950
2,2,astr,hamm,2,7,2,2,0.034
2,2,astr,manh,2,7,2,2,0.040
2,2,bfs,drlu,2,8,3,2,0.035
2,2,bfs,drul,2,8,3,2,0.029
2,2,bfs,ludr,2,15,5,2,0.031
2,2,bfs,lurd,2,13,4,2,0.041
2,2,bfs,rdlu,2,6,2,2,0.027
2,2,bfs,rdul,2,6,2,2,0.034
2,2,bfs,uldr,2,15,5,2,0.037
2,2,bfs,ulrd,2,13,4,2,0.041
2,2,dfs,drlu,10,23,10,10,0.072
2,2,dfs,drul,10,250659,250648,20,210.368
2,2,dfs,ludr,18,353110,353097,20,301.905
2,2,dfs,lurd,18,340417,340401,20,295.404
2,2,dfs,rdlu,2,7,2,2,0.029
2,2,dfs,rdul,2,7,2,2,0.032
2,2,dfs,uldr,18,352528,352511,20,300.207
2,2,dfs,ulrd,18,337243,337228,20,293.486
2,3,astr,hamm,2,7,2,2,0.036
2,3,astr,manh,2,7,2,2,0.042
2,3,bfs,drlu,2,6,2,2,0.029
2,3,bfs,drul,2,6,2,2,0.032
2,3,bfs,ludr,2,13,4,2,0.043
2,3,bfs,lurd,2,15,5,2,0.038
2,3,bfs,rdlu,2,8,3,2,0.039
2,3,bfs,rdul,2,8,3,2,0.030
2,3,bfs,uldr,2,13,4,2,0.033
2,3,bfs,ulrd,2,15,5,2,0.034
2,3,dfs,drlu,2,7,2,2,0.026
2,3,dfs,drul,2,7,2,2,0.028
2,3,dfs,ludr,18,337243,337228,20,290.142
2,3,dfs,lurd,18,352528,352511,20,319.637
2,3,dfs,rdlu,10,250659,250648,20,208.194
2,3,dfs,rdul,10,23,10,10,0.042
2,3,dfs,uldr,18,340417,340401,20,293.281
2,3,dfs,ulrd,18,353110,353097,20,305.360
2,4,astr,hamm,2,6,2,2,0.033
2,4,astr,manh,2,6,2,2,0.040
2,4,bfs,drlu,2,5,2,2,0.028
2,4,bfs,drul,2,5,2,2,0.042
2,4,bfs,ludr,2,10,4,2,0.037
2,4,bfs,lurd,2,10,4,2,0.037
2,4,bfs,rdlu,2,5,2,2,0.026
2,4,bfs,rdul,2,5,2,2,0.038
2,4,bfs,uldr,2,10,4,2,0.035
2,4,bfs,ulrd,2,10,4,2,0.029
2,4,dfs,drlu,2,6,2,2,0.031
2,4,dfs,drul,2,6,2,2,0.028
2,4,dfs,ludr,18,870516,870507,20,1018.576
2,4,dfs,lurd,18,1095336,1095328,20,1228.028
2,4,dfs,rdlu,2,6,2,2,0.026
2,4,dfs,rdul,2,6,2,2,0.033
2,4,dfs,uldr,18,652293,652282,20,635.947
2,4,dfs,ulrd,18,652340,652328,20,637.879
3,1,astr,hamm,3,7,3,3,0.034
3,1,astr,manh,3,7,3,3,0.043
3,1,bfs,drlu,3,8,4,3,0.038
3,1,bfs,drul,3,8,4,3,0.031
3,1,bfs,ludr,3,17,7,3,0.037
3,1,bfs,lurd,3,17,7,3,0.045
3,1,bfs,rdlu,3,8,4,3,0.043
3,1,bfs,rdul,3,8,4,3,0.031
3,1,bfs,uldr,3,17,7,3,0.039
3,1,bfs,ulrd,3,17,7,3,0.032
3,1,dfs,drlu,3,7,3,3,0.029
3,1,dfs,drul,3,7,3,3,0.029
3,1,dfs,ludr,19,1670674,1670664,20,2349.087
3,1,dfs,lurd,19,1687907,1687901,20,2400.733
3,1,dfs,rdlu,3,7,3,3,0.030
3,1,dfs,rdul,3,7,3,3,0.028
3,1,dfs,uldr,19,1655200,1655187,20,2276.422
3,1,dfs,ulrd,19,1681834,1681826,20,2412.029
3,2,astr,hamm,3,9,3,3,0.037
3,2,astr,manh,3,9,3,3,0.046
3,2,bfs,drlu,3,23,9,3,0.049
3,2,bfs,drul,3,23,9,3,0.049
3,2,bfs,ludr,3,35,15,3,0.051
3,2,bfs,lurd,3,28,12,3,0.051
3,2,bfs,rdlu,3,16,6,3,0.039
3,2,bfs,rdul,3,16,6,3,0.045
3,2,bfs,uldr,3,35,15,3,0.049
3,2,bfs,ulrd,3,28,12,3,0.041
3,2,dfs,drlu,19,322458,322440,20,274.722
3,2,dfs,drul,19,301331,301308,20,257.268
3,2,dfs,ludr,19,169889,169874,20,133.756
3,2,dfs,lurd,19,81898,81881,20,137.937
3,2,dfs,rdlu,3,9,3,3,0.033
3,2,dfs,rdul,3,9,3,3,0.032
3,2,dfs,uldr,19,272448,272434,20,427.463
3,2,dfs,ulrd,19,73949,73932,20,136.081
3,3,astr,hamm,3,10,3,3,0.042
3,3,astr,manh,3,10,3,3,0.050
3,3,bfs,drlu,3,18,7,3,0.045
3,3,bfs,drul,3,18,7,3,0.047
3,3,bfs,ludr,3,32,13,3,0.047
3,3,bfs,lurd,3,33,14,3,0.056
3,3,bfs,rdlu,3,19,8,3,0.049
3,3,bfs,rdul,3,19,8,3,0.045
3,3,bfs,uldr,3,32,13,3,0.043
3,3,bfs,ulrd,3,33,14,3,0.061
3,3,dfs,drlu,11,26,11,11,0.043
3,3,dfs,drul,11,125424,125411,20,96.641
3,3,dfs,ludr,19,156007,155992,20,120.538
3,3,dfs,lurd,19,104913,104896,20,80.866
3,3,dfs,rdlu,19,385540,385521,20,342.202
3,3,dfs,rdul,19,354468,354448,20,308.158
