Epoka , blad_glowny 
1 , 0.41846955311752954
10 , 0.3912070612101136
20 , 0.35260309199796935
30 , 0.31260480775573557
40 , 0.2506106201785597
50 , 0.1668993385881524
60 , 0.12028691172574196
70 , 0.08424664224568285
80 , 0.062101272510250244
90 , 0.04644835858566073
100 , 0.036618990523484586
110 , 0.03011022990235425
120 , 0.024759439750082504
130 , 0.021597548446531847
140 , 0.018935943701050825
150 , 0.01651921739523951
160 , 0.014983644074698384
170 , 0.01349897345049237
180 , 0.012190378599450657
190 , 0.011295742804336763
200 , 0.010412091156910505
210 , 0.009682695734497062
220 , 0.009076088680834428
230 , 0.008501951238076559
240 , 0.008004934567006516
250 , 0.007561954942448993
260 , 0.007183586692541648
270 , 0.0068116987106344035
280 , 0.006500190202273404
290 , 0.0061968155341031485
300 , 0.005916605955005059
310 , 0.005683865462871475
320 , 0.005454706996930375
330 , 0.005240080002302425
340 , 0.005038126968189095
350 , 0.0048489511415170565
360 , 0.004682205945750387
370 , 0.004529942850762515
380 , 0.004376949402290543
390 , 0.0042690546563778405
400 , 0.00411030183797745
410 , 0.003995322286048383
420 , 0.003871598070108457
430 , 0.00375748268970372
440 , 0.003660010998385365
450 , 0.0035618346883301804
460 , 0.0034671672199928566
470 , 0.0033844302752981175
480 , 0.003289667249787899
490 , 0.0032119662634195836
500 , 0.0031435637779643304
510 , 0.0030775816618578726
520 , 0.0029977746741003514
530 , 0.002939067820968337
540 , 0.002869537796788895
550 , 0.0028040914090877874
560 , 0.0027449457241062033
570 , 0.002692236598981642
580 , 0.0026340695023392828
590 , 0.0025838593381576373
600 , 0.002530444006163466
610 , 0.002487896012145064
620 , 0.002444117538612568
630 , 0.0023950874539396738
640 , 0.00235241900342051
650 , 0.0023134048088352035
660 , 0.002269591991883948
670 , 0.0022330273906193405
680 , 0.0021925949957366537
690 , 0.002156814373090897
700 , 0.0021221071304088125
710 , 0.002088383843465672
720 , 0.0020557886468520773
730 , 0.0020289001764426285
740 , 0.0019964623067647387
750 , 0.0019627672066324727
760 , 0.001935073659508719
770 , 0.001905961800915134
780 , 0.0018798447092778598
790 , 0.0018495161729582769
800 , 0.0018296841307858832
810 , 0.0017996317469530906
820 , 0.0017742876306678999
830 , 0.001752212421989256
840 , 0.0017281608170477288
850 , 0.0017053975336313954
860 , 0.0016825619270912763
870 , 0.0016615154884967495
880 , 0.0016402136096390213
890 , 0.001619172314131045
900 , 0.0015991746344524353
910 , 0.0015798191128087635
920 , 0.0015604365529250754
930 , 0.0015435075947240516
940 , 0.0015239816086918194
950 , 0.0015075829081062572
960 , 0.001490319707672849
970 , 0.0014742239229704065
980 , 0.001459006745885517
990 , 0.0014394115764395877
1000 , 0.0014238911102625474
1010 , 0.0014075408371037137
1020 , 0.0013943087689382732
1030 , 0.0013793533561573133
1040 , 0.0013629492931055197
1050 , 0.0013496658975606867
1060 , 0.0013359181624633637
1070 , 0.0013215692789369663
1080 , 0.0013082197526510975
1090 , 0.0012955398872601422
1100 , 0.001282681131254512
1110 , 0.001269406791646895
1120 , 0.001256921349687123
1130 , 0.0012449938882946386
1140 , 0.0012333003670533826
1150 , 0.0012208019824611355
1160 , 0.001209607955421041
1170 , 0.0011992346117016025
1180 , 0.0011870426521611095
1190 , 0.0011761887593641973
1200 , 0.001165455756395985
1210 , 0.0011549858945588648
1220 , 0.0011461089117291454
1230 , 0.0011358183670343602
1240 , 0.0011249114922567169
1250 , 0.00111624735644617
1260 , 0.0011066882378873988
1270 , 0.0010969967626495434
