Epoka , blad_glowny 
1 , 0.2909247114016397
10 , 0.17437816570471296
20 , 0.1612135614287934
30 , 0.11370490225085612
40 , 0.06589571028984306
50 , 0.09236811441428855
60 , 0.031213029343686544
70 , 0.07897110954100625
80 , 0.04578039855784566
90 , 0.048388503057628415
100 , 0.04898818120404683
110 , 0.06090974983308291
120 , 0.05127479670771467
130 , 0.05439701754365792
140 , 0.05321121399430016
150 , 0.04712159837939213
160 , 0.028695704741276775
170 , 0.042431053464565806
180 , 0.03333880311786343
190 , 0.048052848172962376
200 , 0.037558571186508585
210 , 0.03656693534602691
220 , 0.035290210959969114
230 , 0.03945829174499091
240 , 0.05581403889685356
250 , 0.020778212628235832
260 , 0.031521939897539715
270 , 0.04653491554423291
280 , 0.05009227027226537
290 , 0.03596855929493169
300 , 0.0390754499917847
310 , 0.04774196385359549
320 , 0.043212060465880726
330 , 0.05622984893153124
340 , 0.029964291014400474
350 , 0.03493146771367225
360 , 0.036054047911970526
370 , 0.032935327522753056
380 , 0.04762889289018684
390 , 0.040078667732367526
400 , 0.03888972522899946
410 , 0.032121805636944556
420 , 0.03341082309729569
430 , 0.03273556420942289
440 , 0.033730693799808004
450 , 0.04337986153512992
460 , 0.03431442516287341
470 , 0.0375133769093017
480 , 0.04189934801655949
490 , 0.03477863701431088
500 , 0.02917965116501481
510 , 0.0326466307651134
520 , 0.04124713000934481
530 , 0.043525678076894704
540 , 0.03965328445801203
550 , 0.03748001607457053
560 , 0.03446987485813289
570 , 0.03622003328018611
580 , 0.03981032688874244
590 , 0.030146243367344106
600 , 0.03172725883870711
610 , 0.03399805570097976
620 , 0.0384425100505152
630 , 0.033520744419292384
640 , 0.04180900601690528
650 , 0.035466022296412644
660 , 0.02700110441013971
670 , 0.04305526418325988
680 , 0.0373621104096769
690 , 0.029595092800676702
700 , 0.03977268496960011
710 , 0.03366928690183684
720 , 0.0170753164654518
730 , 0.036388164372717
740 , 0.03798060616221544
750 , 0.048940590182240916
760 , 0.03304519646681026
770 , 0.03734399300543634
780 , 0.03595324271332579
790 , 0.046648331040431555
800 , 0.03815938285383441
810 , 0.038198829445718126
820 , 0.04233987146793607
830 , 0.03572534682773009
840 , 0.02743078510407363
850 , 0.023670675195987503
860 , 0.020635856872988505
870 , 0.03296315880834812
880 , 0.032088284635533364
890 , 0.023970192685794617
900 , 0.03207271105952199
910 , 0.026393573902772166
920 , 0.030154529275285023
930 , 0.02326920422562399
940 , 0.03258779845910389
950 , 0.04520501819740839
960 , 0.029432725999953408
970 , 0.030998593896171576
980 , 0.04007415551714247
990 , 0.02988161567784135
1000 , 0.030350521829991282
1010 , 0.03213164292613148
1020 , 0.024862693351518493
1030 , 0.018350751519984564
1040 , 0.03202470708108056
1050 , 0.023356482377278377
1060 , 0.03576165820399797
1070 , 0.02943002507066132
1080 , 0.027732230045136235
1090 , 0.0331263056883982
1100 , 0.03342784203486974
1110 , 0.03173849849191253
1120 , 0.034334651362361406
1130 , 0.038186112219641154
1140 , 0.03139110671066777
1150 , 0.0327602546262993
1160 , 0.032022565715306955
1170 , 0.014271429333949814
1180 , 0.0356261901359282
1190 , 0.03890758210278898
1200 , 0.025598272741472607
1210 , 0.02773590545254886
1220 , 0.03382484818790487
1230 , 0.038539984292360566
1240 , 0.021562312008949886
1250 , 0.030496324099466603
1260 , 0.030946125197842664
1270 , 0.03766862782831703
1280 , 0.03036467457469282
1290 , 0.03522378623884416
1300 , 0.03275153429571298
1310 , 0.03099051230861749
1320 , 0.043890732040341975
1330 , 0.03389305893418409
1340 , 0.0407641055289583
1350 , 0.036952596167196955
1360 , 0.024079860958465663
1370 , 0.03575065901067058
1380 , 0.027925425601176564
1390 , 0.015352876816706693
1400 , 0.030691505534771013
1410 , 0.03284963730456438
1420 , 0.03358612632081401
1430 , 0.020754132399517462
1440 , 0.02820176776744916
1450 , 0.027279867682990126
1460 , 0.030448200534681502
1470 , 0.026374206788347506
1480 , 0.043034371691376756
1490 , 0.025775424906848945
1500 , 0.03463208366766932
1510 , 0.027095007027089047
1520 , 0.02479771822056771
1530 , 0.03994821506509879
1540 , 0.027890906797296073
1550 , 0.029619464765138343
1560 , 0.033715446204156355
1570 , 0.03614910765619926
1580 , 0.03253097118795442
1590 , 0.027589733614503814
1600 , 0.023668262791127673
1610 , 0.02592892067816759
1620 , 0.02766609564178792
1630 , 0.03737939760242691
1640 , 0.02238466749383856
1650 , 0.01916869438284066
1660 , 0.04122330330365605
1670 , 0.04459352033530282
1680 , 0.03354902328524777
1690 , 0.03722263837824284
1700 , 0.03284922929156845
1710 , 0.03216513963211772
1720 , 0.023740381634461183
1730 , 0.03654647953334503
1740 , 0.025821847723543182
1750 , 0.02136588878782486
1760 , 0.021574098734599464
1770 , 0.03549481390730917
1780 , 0.0282895773135726
1790 , 0.031306649735182684
1800 , 0.04562905824555227
1810 , 0.026917111273785745
1820 , 0.03051132819489158
1830 , 0.032366999224887304
1840 , 0.04163801012341114
1850 , 0.026590669058442637
1860 , 0.03412581204612531
1870 , 0.043070878267442055
1880 , 0.033899852667971235
1890 , 0.02329441747843045
1900 , 0.030342435103700903
1910 , 0.03469185035758087
1920 , 0.02364509234226228
1930 , 0.023029645931449284
1940 , 0.021473573167573198
1950 , 0.02644163731100475
1960 , 0.0410461078672546
1970 , 0.033520670320573015
1980 , 0.026860031895628682
1990 , 0.022876908939240933
2000 , 0.028447536871263158
Log: 1
Wzorzec wejsciowy: [6.3, 3.3, 4.7, 1.6]
Oczekiwana odpowiedz: [0, 1, 0]
Blad calkowity: 0.001744244088974679
Bledy na wyjsciach: [-0.006527983006929448, 0.04147944676227222, -0.04153708116979842]

Wartosci wyjsciowe: [0.006527983006929448, 0.9585205532377278, 0.04153708116979842]
Wagi: [[-2.302401909015615, -1.5177529732453516, 10.196839848173628, -0.7731873844182173, 0.48979507841422565], [-2.1084002687286416, -2.5531803150413857, -9.058743680351212, 3.4485879994270805, -0.11859237798598378], [2.1079836151323534, 2.5512760949906856, -4.168445612350556, -3.448867189154685, 0.7982306887369072]]

Warstwa ukryta (nr 0)
Wartosci wyjsciowe: [0.0070989935247973, 0.000318584367538521, 7.350203866867905e-05, 0.9999999999994154, 6.392668183508837e-05]
Wagi: [[-3.9395568327506854, -5.277446027618551, 6.34088970088722, 9.971115587990704], [-8.35880804335064, -11.13764309969487, 13.022535120664227, 23.143816215241372], [0.7682764831986205, 2.2364391957642638, -4.382383334961616, -1.0410758023134055], [16.324528294146152, 17.006559310419767, -24.063175029593914, -24.98373043435733], [-1.213901623180328, -0.05903411311650893, -0.6330893503651495, 1.010722058373765]]


Log: 2
Wzorzec wejsciowy: [5.4, 3.4, 1.5, 0.4]
Oczekiwana odpowiedz: [1, 0, 0]
Blad calkowity: 2.1365937847404032e-05
Bledy na wyjsciach: [0.005842812748695025, -0.0028528843719362526, -0.000674140666965609]

Wartosci wyjsciowe: [0.994157187251305, 0.0028528843719362526, 0.000674140666965609]
Wagi: [[-2.302401909015615, -1.5177529732453516, 10.196839848173628, -0.7731873844182173, 0.48979507841422565], [-2.1084002687286416, -2.5531803150413857, -9.058743680351212, 3.4485879994270805, -0.11859237798598378], [2.1079836151323534, 2.5512760949906856, -4.168445612350556, -3.448867189154685, 0.7982306887369072]]

Warstwa ukryta (nr 0)
Wartosci wyjsciowe: [1.432998701082286e-15, 1.3408508495016496e-31, 0.9949684793793606, 1.0, 0.0004270926957805087]
Wagi: [[-3.9395568327506854, -5.277446027618551, 6.34088970088722, 9.971115587990704], [-8.35880804335064, -11.13764309969487, 13.022535120664227, 23.143816215241372], [0.7682764831986205, 2.2364391957642638, -4.382383334961616, -1.0410758023134055], [16.324528294146152, 17.006559310419767, -24.063175029593914, -24.98373043435733], [-1.213901623180328, -0.05903411311650893, -0.6330893503651495, 1.010722058373765]]


Log: 3
Wzorzec wejsciowy: [5.0, 3.0, 1.6, 0.2]
Oczekiwana odpowiedz: [1, 0, 0]
Blad calkowity: 2.9123874773909606e-05
Bledy na wyjsciach: [0.006849982770254837, -0.0032874626158802133, -0.0007197743703558169]

